#SoftID	HardID	ContHardID	G-APD
63	727	277	1051
92	728	278	1157
62	730	279	922
38	731	280	899
61	732	281	842
37	733	282	1197
19	734	283	513
60	735	284	1198
36	736	285	563
18	737	286	465
59	738	287	514
1157	800	288	1933
1043	801	289	1937
1156	802	290	50
1042	803	291	15
934	804	292	41
1041	805	293	193
933	806	294	1884
831	807	295	1889
932	808	296	225
830	810	297	396
734	811	298	476
829	812	299	490
733	813	300	1036
643	814	301	1208
732	815	302	92
642	816	303	121
558	817	304	291
641	818	305	500
557	820	306	712
479	821	307	1612
556	822	308	133
478	823	309	1224
406	824	310	165
477	825	311	309
405	826	312	720
339	827	313	728
404	828	314	965
338	830	315	1022
278	831	316	420
337	832	317	760
277	833	318	1267
223	834	319	146
276	835	320	304
222	836	321	1269
174	837	322	389
221	838	323	1963
1160	900	324	106
1161	901	325	269
1159	902	326	1831
1045	903	327	233
1046	904	328	731
1044	905	329	1841
936	906	330	226
937	907	331	400
935	908	332	1771
833	910	333	470
834	911	334	479
832	912	335	333
736	913	336	360
737	914	337	464
735	915	338	480
645	916	339	539
646	917	340	566
644	918	341	573
560	920	342	854
561	921	343	964
559	922	344	757
481	923	345	1225
482	924	346	636
480	925	347	972
408	926	348	1126
409	927	349	1144
407	928	350	1654
341	930	351	1229
342	931	352	608
340	932	353	1376
280	933	354	624
281	934	355	667
279	935	356	974
225	936	357	1217
226	937	358	1341
224	938	359	1681
176	1000	360	934
177	1001	361	2286
175	1002	362	1162
133	1003	363	806
134	1004	364	1170
132	1005	365	1037
96	1006	366	173
97	1007	367	2301
95	1008	368	2283
65	1010	369	904
66	1011	370	458
64	1012	371	314
40	1013	372	159
41	1014	373	157
39	1015	374	1195
21	1016	375	466
22	1017	376	1177
20	1018	377	1193
68	1020	378	307
69	1021	379	919
42	1022	380	896
43	1023	381	911
44	1024	382	522
23	1025	383	530
24	1026	384	1085
45	1027	385	556
10	1028	386	906
8	1030	387	915
9	1031	388	777
7	1032	389	1107
1	1033	390	997
2	1034	391	1087
6	1035	392	977
0	1036	393	957
3	1037	394	844
5	1038	395	923
344	1100	396	381
345	1101	397	431
282	1102	398	1684
283	1103	399	364
284	1104	400	641
227	1105	401	822
228	1106	402	1021
229	1107	403	354
178	1108	404	871
179	1110	405	1190
180	1111	406	1186
135	1112	407	1286
136	1113	408	1332
137	1114	409	933
98	1115	410	1189
99	1116	411	1343
100	1117	412	1345
67	1118	413	1382
182	1120	414	2299
183	1121	415	2284
138	1122	416	2287
139	1123	417	306
140	1124	418	892
101	1125	419	1143
102	1126	420	2285
141	1127	421	334
70	1128	422	797
103	1130	423	1104
142	1131	424	1333
71	1132	425	206
104	1133	426	1091
143	1134	427	1185
72	1135	428	1335
105	1136	429	1392
144	1137	430	1180
73	1138	431	1394
1368	1200	432	254
1274	1201	433	732
1275	1202	434	536
1162	1203	435	1666
1369	1204	436	1372
1276	1205	437	1253
1277	1206	438	1833
1278	1207	439	1850
1165	1208	440	112
1163	1210	441	506
1164	1211	442	562
1047	1212	443	1276
1048	1213	444	576
1049	1214	445	325
938	1215	446	505
939	1216	447	647
940	1217	448	359
835	1218	449	385
836	1220	450	568
837	1221	451	1030
738	1222	452	1055
739	1223	453	1668
740	1224	454	1915
647	1225	455	328
648	1226	456	213
649	1227	457	1903
562	1228	458	1752
563	1230	459	405
564	1231	460	413
483	1232	461	195
484	1233	462	1202
485	1234	463	432
410	1235	464	628
411	1236	465	1270
412	1237	466	1953
343	1238	467	1992
1430	1300	468	1760
1370	1301	469	36
1371	1302	470	55
1372	1303	471	57
1373	1304	472	256
1279	1305	473	268
1280	1306	474	1885
1281	1307	475	263
1168	1308	476	716
1166	1310	477	1788
1167	1311	478	1722
1050	1312	479	1941
1051	1313	480	34
1052	1314	481	182
941	1315	482	1799
942	1316	483	1785
943	1317	484	1304
838	1318	485	1284
839	1320	486	1697
840	1321	487	341
741	1322	488	374
742	1323	489	570
743	1324	490	1049
650	1325	491	855
651	1326	492	1355
652	1327	493	1358
565	1328	494	656
566	1330	495	352
567	1331	496	838
486	1332	497	357
487	1333	498	779
488	1334	499	1228
413	1335	500	735
414	1336	501	1201
415	1337	502	801
346	1338	503	1002
350	1400	504	1278
351	1401	505	351
288	1402	506	1359
289	1403	507	1718
290	1404	508	1957
233	1405	509	1965
234	1406	510	1729
291	1407	511	744
184	1408	512	1212
347	1410	513	825
348	1411	514	1632
285	1412	515	711
286	1413	516	1133
287	1414	517	346
230	1415	518	1391
231	1416	519	1317
232	1417	520	1285
181	1418	521	1342
421	1420	522	1113
496	1421	523	1139
353	1422	524	1280
422	1423	525	244
497	1424	526	590
354	1425	527	691
423	1426	528	863
498	1427	529	981
355	1428	530	1028
235	1430	531	803
292	1431	532	1309
185	1432	533	776
236	1433	534	885
293	1434	535	338
186	1435	536	881
237	1436	537	869
294	1437	538	197
187	1438	539	353
1431	1500	540	792
1432	1501	541	207
1433	1502	542	347
1374	1503	543	805
1434	1504	544	1172
1375	1505	545	1387
1282	1506	546	348
1283	1507	547	1395
1171	1508	548	784
1169	1510	549	560
1170	1511	550	1871
1053	1512	551	1882
1054	1513	552	1851
1055	1514	553	361
944	1515	554	469
945	1516	555	474
946	1517	556	564
841	1518	557	577
842	1520	558	1948
843	1521	559	2304
744	1522	560	2306
745	1523	561	2307
746	1524	562	700
653	1525	563	677
654	1526	564	24
655	1527	565	1124
568	1528	566	709
569	1530	567	983
570	1531	568	1122
489	1532	569	1370
490	1533	570	1664
491	1534	571	1033
416	1535	572	1377
417	1536	573	817
418	1537	574	1674
349	1538	575	613
1435	1600	576	283
1376	1601	577	277
1377	1602	578	294
1284	1603	579	1047
1436	1604	580	1111
1437	1605	581	122
1378	1606	582	4
1285	1607	583	1141
1286	1608	584	741
1172	1610	585	1782
1173	1611	586	1721
1056	1612	587	386
1057	1613	588	526
1058	1614	589	537
947	1615	590	21
948	1616	591	1075
949	1617	592	1070
844	1618	593	1371
845	1620	594	525
846	1621	595	614
747	1622	596	1613
748	1623	597	477
749	1624	598	610
656	1625	599	1067
657	1626	600	1710
658	1627	601	688
571	1628	602	1925
572	1630	603	390
573	1631	604	280
492	1632	605	606
493	1633	606	440
494	1634	607	1271
419	1635	608	1288
420	1636	609	1129
495	1637	610	1663
352	1638	611	1897
1379	1700	612	1123
1380	1701	613	990
1287	1702	614	1366
1174	1703	615	617
1381	1704	616	282
1288	1705	617	285
1289	1706	618	1117
1290	1707	619	931
1177	1708	620	998
1175	1710	621	186
1176	1711	622	755
1059	1712	623	1262
1060	1713	624	1354
1061	1714	625	1364
950	1715	626	1818
951	1716	627	747
952	1717	628	219
847	1718	629	1928
1291	1720	630	1888
1178	1721	631	62
1179	1722	632	203
1180	1723	633	266
1062	1724	634	330
1063	1725	635	1318
953	1726	636	222
954	1727	637	262
850	1728	638	761
848	1730	639	846
849	1731	640	1080
750	1732	641	1863
751	1733	642	1864
752	1734	643	1892
659	1735	644	1908
660	1736	645	1066
753	1737	646	394
574	1738	647	454
661	1800	648	366
754	1801	649	409
575	1802	650	501
662	1803	651	44
755	1804	652	141
576	1805	653	725
663	1806	654	746
756	1807	655	1138
577	1808	656	1215
664	1810	657	407
757	1811	658	607
578	1812	659	68
665	1813	660	1630
758	1814	661	1661
579	1815	662	1947
666	1816	663	2317
759	1817	664	1226
580	1818	665	589
958	1820	666	1811
1069	1821	667	571
854	1822	668	737
959	1823	669	1810
1070	1824	670	1802
855	1825	671	1901
960	1826	672	1912
1071	1827	673	1943
856	1828	674	1352
961	1830	675	461
1072	1831	676	463
857	1832	677	1249
962	1833	678	1812
1073	1834	679	1910
858	1835	680	1917
963	1836	681	63
1074	1837	682	97
859	1838	683	142
1064	1900	684	257
1181	1901	685	1264
1292	1902	686	1853
1065	1903	687	1837
1182	1904	688	33
1293	1905	689	49
1439	1906	690	235
1183	1907	691	110
1294	1908	692	1859
955	1910	693	520
1066	1911	694	538
851	1912	695	710
956	1913	696	1246
1067	1914	697	1311
852	1915	698	1319
957	1916	699	1694
1068	1917	700	1705
853	1918	701	1781
1297	1920	702	1251
1186	1921	703	795
1384	1922	704	826
1296	1923	705	966
1185	1924	706	996
1383	1925	707	1044
1295	1926	708	1273
1184	1927	709	1356
1382	1928	710	1952
1300	1930	711	1809
1189	1931	712	5
1387	1932	713	90
1299	1933	714	103
1188	1934	715	223
1386	1935	716	224
1298	1936	717	1310
1187	1937	718	1827
1385	1938	719	48
1306	2000	720	114
1195	2001	721	242
1393	2002	722	586
1305	2003	723	973
1194	2004	724	992
1392	2005	725	250
1304	2006	726	319
1193	2007	727	987
1391	2008	728	1112
1303	2010	729	65
1192	2011	730	267
1390	2012	731	201
1302	2013	732	715
1191	2014	733	1842
1389	2015	734	1921
1301	2016	735	204
1190	2017	736	1701
1388	2018	737	107
967	2020	738	1234
1078	2021	739	1245
863	2022	740	1305
968	2023	741	56
1079	2024	742	1734
864	2025	743	1808
969	2026	744	1825
1080	2027	745	1852
865	2028	746	1875
964	2030	747	59
1075	2031	748	66
860	2032	749	115
965	2033	750	1868
1076	2034	751	1923
861	2035	752	1927
966	2036	753	1931
1077	2037	754	369
862	2038	755	391
769	2100	756	259
868	2101	757	370
770	2102	758	534
869	2103	759	540
974	2104	760	596
870	2105	761	713
975	2106	762	1878
1086	2107	763	1880
976	2108	764	1896
1085	2110	765	1239
1202	2111	766	1260
1203	2112	767	1236
1309	2113	768	1316
1087	2114	769	1843
1088	2115	770	329
1204	2116	771	1835
1310	2117	772	1254
1205	2118	773	1677
970	2120	774	1243
866	2121	775	1807
971	2122	776	229
867	2123	777	1945
972	2124	778	764
973	2125	779	1272
1084	2126	780	1873
1200	2127	781	1930
1201	2128	782	567
1196	2130	783	12
1307	2131	784	451
1197	2132	785	1796
1308	2133	786	1058
1081	2134	787	1862
1198	2135	788	622
1082	2136	789	227
1199	2137	790	748
1083	2138	791	1922
772	2200	792	1237
871	2201	793	1297
773	2202	794	1299
872	2203	795	1302
977	2204	796	1353
873	2205	797	1679
978	2206	798	1693
1089	2207	799	1762
979	2208	800	1857
1090	2210	801	1283
1206	2211	802	1745
1091	2212	803	1732
1207	2213	804	1846
1311	2214	805	1266
1312	2215	806	1660
1394	2216	807	1659
1313	2217	808	1252
1395	2218	809	1675
508	2220	810	2303
589	2221	811	18
509	2222	812	69
590	2223	813	669
677	2224	814	698
591	2225	815	1152
678	2226	816	1672
771	2227	817	279
679	2228	818	260
430	2230	819	689
505	2231	820	767
362	2232	821	601
431	2233	822	1147
506	2234	823	1230
363	2235	824	1653
432	2236	825	1738
507	2237	826	299
433	2238	827	627
673	2300	828	1363
766	2301	829	1379
587	2302	830	1709
674	2303	831	1881
767	2304	832	324
588	2305	833	1950
675	2306	834	502
768	2307	835	504
676	2308	836	507
670	2310	837	593
763	2311	838	1140
584	2312	839	1616
671	2313	840	1633
764	2314	841	1686
585	2315	842	1911
672	2316	843	2309
765	2317	844	1027
586	2318	845	9
427	2320	846	1214
502	2321	847	1268
359	2322	848	1728
428	2323	849	411
503	2324	850	665
360	2325	851	793
429	2326	852	816
504	2327	853	819
361	2328	854	1367
667	2330	855	592
760	2331	856	591
581	2332	857	1064
668	2333	858	2316
761	2334	859	1149
582	2335	860	1350
669	2336	861	1753
762	2337	862	648
583	2338	863	144
1094	2400	864	1390
1210	2401	865	1383
1211	2402	866	1626
1317	2403	867	495
1399	2404	868	813
1318	2405	869	818
1400	2406	870	1128
1319	2407	871	1386
1401	2408	872	823
1208	2410	873	1098
1209	2411	874	1327
1093	2412	875	978
1316	2413	876	928
1315	2414	877	313
1396	2415	878	903
1397	2416	879	1109
1314	2417	880	1062
1398	2418	881	512
775	2420	882	620
874	2421	883	1024
776	2422	884	1115
875	2423	885	1938
980	2424	886	1905
876	2425	887	1932
981	2426	888	687
1092	2427	889	1689
982	2428	890	485
511	2430	891	980
592	2431	892	1222
512	2432	893	2311
593	2433	894	587
680	2434	895	678
594	2435	896	685
681	2436	897	975
774	2437	898	1114
682	2438	899	1339
301	2500	900	1964
364	2501	901	1969
302	2502	902	1980
365	2503	903	654
434	2504	904	660
366	2505	905	668
435	2506	906	690
510	2507	907	809
436	2508	908	1330
241	2510	909	649
298	2511	910	1378
191	2512	911	1611
242	2513	912	1631
299	2514	913	441
192	2515	914	616
243	2516	915	859
300	2517	916	1321
244	2518	917	1324
238	2520	918	829
295	2521	919	1127
188	2522	920	200
239	2523	921	858
296	2524	922	172
189	2525	923	176
240	2526	924	208
297	2527	925	355
190	2528	926	1640
424	2530	927	1955
499	2531	928	1975
356	2532	929	683
425	2533	930	850
500	2534	931	1322
357	2535	932	1336
426	2536	933	447
501	2537	934	684
358	2538	935	727
1096	2600	936	1061
1212	2601	937	459
1097	2602	938	1084
1213	2603	939	1095
1214	2604	940	1099
1320	2605	941	894
1215	2606	942	1105
1321	2607	943	152
1322	2608	944	482
778	2610	945	460
877	2611	946	362
779	2612	947	377
878	2613	948	462
983	2614	949	554
879	2615	950	580
984	2616	951	618
1095	2617	952	638
985	2618	953	703
514	2620	954	403
595	2621	955	642
515	2622	956	742
596	2623	957	750
683	2624	958	1150
597	2625	959	1204
684	2626	960	1340
777	2627	961	380
685	2628	962	674
304	2630	963	397
367	2631	964	168
305	2632	965	373
368	2633	966	424
437	2634	967	675
369	2635	968	696
438	2636	969	1213
513	2637	970	1235
439	2638	971	1621
148	2700	972	798
193	2701	973	1171
149	2702	974	808
194	2703	975	1169
245	2704	976	1385
195	2705	977	2282
246	2706	978	800
303	2707	979	301
247	2708	980	303
106	2710	981	491
145	2711	982	773
74	2712	983	310
107	2713	984	918
146	2714	985	166
75	2715	986	170
108	2716	987	356
147	2717	988	429
109	2718	989	1388
49	2720	990	453
76	2721	991	494
50	2722	992	883
77	2723	993	1082
110	2724	994	1110
78	2725	995	1093
111	2726	996	467
150	2727	997	1346
112	2728	998	1325
25	2730	999	802
46	2731	1000	856
11	2732	1001	1090
26	2733	1002	916
47	2734	1003	927
12	2735	1004	1200
27	2736	1005	954
48	2737	1006	946
28	2738	1007	932
781	2800	1008	1814
880	2801	1009	46
782	2802	1010	515
881	2803	1011	718
986	2804	1012	1790
882	2805	1013	1312
987	2806	1014	401
1098	2807	1015	1898
988	2808	1016	1263
517	2810	1017	658
598	2811	1018	661
518	2812	1019	489
599	2813	1020	645
686	2814	1021	1025
600	2815	1022	1035
687	2816	1023	1041
780	2817	1024	664
688	2818	1025	1145
307	2820	1026	343
370	2821	1027	582
308	2822	1028	594
371	2823	1029	662
440	2824	1030	751
372	2825	1031	785
441	2826	1032	988
516	2827	1033	1727
442	2828	1034	1951
151	2830	1035	2281
196	2831	1036	199
152	2832	1037	339
197	2833	1038	345
248	2834	1039	876
198	2835	1040	884
249	2836	1041	1135
306	2837	1042	1156
250	2838	1043	1161
784	2900	1044	234
883	2901	1045	1988
885	2902	1046	85
884	2903	1047	231
991	2904	1048	258
1105	2905	1049	375
1104	2906	1050	559
1219	2907	1051	739
1218	2908	1052	1233
1099	2910	1053	284
989	2911	1054	1895
1100	2912	1055	625
1216	2913	1056	276
990	2914	1057	8
1101	2915	1058	1079
1103	2916	1059	1043
1217	2917	1060	1034
1102	2918	1061	28
520	2920	1062	74
601	2921	1063	1900
603	2922	1064	488
602	2923	1065	492
689	2924	1066	510
691	2925	1067	517
690	2926	1068	704
783	2927	1069	1057
785	2928	1070	1078
310	2930	1071	1329
373	2931	1072	841
375	2932	1073	295
374	2933	1074	1131
443	2934	1075	448
445	2935	1076	1203
444	2936	1077	1667
519	2937	1078	298
521	2938	1079	395
154	3000	1080	887
199	3001	1081	416
201	3002	1082	768
200	3003	1083	1031
251	3004	1084	1334
253	3005	1085	1369
252	3006	1086	1618
309	3007	1087	337
311	3008	1088	433
52	3010	1089	1184
79	3011	1090	156
81	3012	1091	435
80	3013	1092	1153
113	3014	1093	1181
115	3015	1094	890
114	3016	1095	1154
153	3017	1096	1159
155	3018	1097	1192
4	3020	1098	769
13	3021	1099	1338
15	3022	1100	985
14	3023	1101	794
29	3024	1102	1088
31	3025	1103	778
30	3026	1104	907
51	3027	1105	937
53	3028	1106	886
35	3030	1107	929
17	3031	1108	900
58	3032	1109	986
34	3033	1110	940
16	3034	1111	898
57	3035	1112	878
33	3036	1113	561
32	3037	1114	1089
56	3038	1115	528
157	3100	1116	1163
156	3101	1117	789
204	3102	1118	1973
203	3103	1119	1954
202	3104	1120	434
256	3105	1121	788
255	3106	1122	1032
254	3107	1123	493
314	3108	1124	796
55	3110	1125	419
54	3111	1126	799
84	3112	1127	901
83	3113	1128	941
82	3114	1129	1158
118	3115	1130	1174
117	3116	1131	1188
116	3117	1132	496
158	3118	1133	1086
122	3120	1134	2294
86	3121	1135	942
163	3122	1136	2297
121	3123	1137	2291
85	3124	1138	443
162	3125	1139	497
120	3126	1140	775
119	3127	1141	1167
161	3128	1142	179
125	3130	1143	315
89	3131	1144	445
166	3132	1145	473
124	3133	1146	807
88	3134	1147	925
165	3135	1148	1081
123	3136	1149	1092
87	3137	1150	1100
164	3138	1151	1103
1108	3200	1152	783
1107	3201	1153	318
1223	3202	1154	437
1222	3203	1155	196
1221	3204	1156	1182
1220	3205	1157	509
1325	3206	1158	882
1324	3207	1159	1191
1323	3208	1160	1389
787	3210	1161	80
786	3211	1162	729
888	3212	1163	756
887	3213	1164	1240
886	3214	1165	1303
994	3215	1166	1374
993	3216	1167	1824
992	3217	1168	1848
1106	3218	1169	1867
523	3220	1170	1940
522	3221	1171	2308
606	3222	1172	27
605	3223	1173	1216
604	3224	1174	733
694	3225	1175	960
693	3226	1176	1142
692	3227	1177	1205
788	3228	1178	1891
313	3230	1179	344
312	3231	1180	693
378	3232	1181	828
377	3233	1182	864
376	3234	1183	995
448	3235	1184	1211
447	3236	1185	1279
446	3237	1186	1344
524	3238	1187	1647
1110	3300	1188	820
1225	3301	1189	1625
1224	3302	1190	889
1328	3303	1191	332
1327	3304	1192	836
1404	3305	1193	880
1326	3306	1194	418
1403	3307	1195	412
1402	3308	1196	302
790	3310	1197	1256
789	3311	1198	1313
891	3312	1199	1690
890	3313	1200	1793
889	3314	1201	1797
997	3315	1202	1856
996	3316	1203	663
995	3317	1204	484
1109	3318	1205	558
526	3320	1206	1761
525	3321	1207	758
609	3322	1208	697
608	3323	1209	1936
607	3324	1210	293
697	3325	1211	579
696	3326	1212	583
695	3327	1213	1946
791	3328	1214	623
316	3330	1215	643
315	3331	1216	657
381	3332	1217	694
380	3333	1218	787
379	3334	1219	849
451	3335	1220	1023
450	3336	1221	1290
449	3337	1222	1634
527	3338	1223	719
263	3400	1224	1641
209	3401	1225	449
322	3402	1226	659
262	3403	1227	1259
208	3404	1228	827
321	3405	1229	870
261	3406	1230	877
260	3407	1231	982
320	3408	1232	1960
160	3410	1233	1958
159	3411	1234	1970
207	3412	1235	2302
206	3413	1236	1628
205	3414	1237	1638
259	3415	1238	1639
258	3416	1239	1642
257	3417	1240	180
317	3418	1241	430
461	3420	1242	1619
389	3421	1243	1646
538	3422	1244	1673
460	3423	1245	646
388	3424	1246	695
537	3425	1247	832
459	3426	1248	1360
387	3427	1249	1991
536	3428	1250	824
266	3430	1251	340
212	3431	1252	1029
325	3432	1253	1961
265	3433	1254	350
211	3434	1255	422
324	3435	1256	450
264	3436	1257	857
210	3437	1258	804
323	3438	1259	1287
1111	3500	1260	950
1227	3501	1261	1083
1226	3502	1262	161
1329	3503	1263	895
1331	3504	1264	1094
1330	3505	1265	1173
1407	3506	1266	205
1406	3507	1267	472
1405	3508	1268	891
793	3510	1269	1257
792	3511	1270	1291
894	3512	1271	1794
893	3513	1272	1866
892	3514	1273	498
1000	3515	1274	581
999	3516	1275	730
998	3517	1276	1076
1112	3518	1277	410
529	3520	1278	1635
528	3521	1279	1977
612	3522	1280	382
611	3523	1281	615
610	3524	1282	621
700	3525	1283	84
699	3526	1284	1966
698	3527	1285	619
794	3528	1286	1223
319	3530	1287	676
318	3531	1288	759
384	3532	1289	670
383	3533	1290	682
382	3534	1291	598
454	3535	1292	365
453	3536	1293	652
452	3537	1294	743
530	3538	1295	994
1114	3600	1296	1854
1113	3601	1297	376
1229	3602	1298	708
1228	3603	1299	368
1334	3604	1300	1308
1333	3605	1301	1746
1332	3606	1302	1755
1409	3607	1303	1763
1408	3608	1304	1838
796	3610	1305	72
795	3611	1306	475
897	3612	1307	572
896	3613	1308	714
895	3614	1309	722
1003	3615	1310	762
1002	3616	1311	1861
1001	3617	1312	630
1115	3618	1313	1982
532	3620	1314	404
531	3621	1315	603
615	3622	1316	653
614	3623	1317	1295
613	3624	1318	1314
703	3625	1319	1614
702	3626	1320	1783
701	3627	1321	672
797	3628	1322	717
458	3630	1323	699
386	3631	1324	1349
535	3632	1325	963
457	3633	1326	1048
385	3634	1327	1050
534	3635	1328	631
456	3636	1329	765
455	3637	1330	1116
533	3638	1331	1003
1119	3700	1332	851
1233	3701	1333	821
1232	3702	1334	770
1336	3703	1335	897
1117	3704	1336	1199
1116	3705	1337	786
1231	3706	1338	908
1230	3707	1339	945
1335	3708	1340	970
799	3710	1341	1914
798	3711	1342	70
900	3712	1343	1232
899	3713	1344	228
898	3714	1345	671
1006	3715	1346	1942
1005	3716	1347	71
1004	3717	1348	104
1118	3718	1349	192
1010	3720	1350	763
902	3721	1351	1362
1009	3722	1352	1773
901	3723	1353	1829
1008	3724	1354	1916
1007	3725	1355	45
1120	3726	1356	232
1235	3727	1357	1817
1234	3728	1358	215
707	3730	1359	508
617	3731	1360	1380
802	3732	1361	1751
706	3733	1362	20
616	3734	1363	137
801	3735	1364	281
705	3736	1365	585
704	3737	1366	633
800	3738	1367	692
710	3800	1368	1125
620	3801	1369	1821
805	3802	1370	1830
709	3803	1371	1151
619	3804	1372	1054
804	3805	1373	1926
708	3806	1374	1939
618	3807	1375	1261
803	3808	1376	278
713	3810	1377	1120
623	3811	1378	1219
808	3812	1379	1296
712	3813	1380	1620
622	3814	1381	2312
807	3815	1382	640
711	3816	1383	967
621	3817	1384	2315
806	3818	1385	1742
1016	3820	1386	392
908	3821	1387	518
1129	3822	1388	555
1015	3823	1389	679
907	3824	1390	1069
1128	3825	1391	1741
1014	3826	1392	1769
906	3827	1393	1855
1127	3828	1394	1865
1019	3830	1395	478
911	3831	1396	516
1132	3832	1397	323
1018	3833	1398	406
910	3834	1399	1707
1131	3835	1400	1826
1017	3836	1401	1834
909	3837	1402	47
1130	3838	1403	253
1239	3900	1404	701
1338	3901	1405	452
1238	3902	1406	1822
1337	3903	1407	212
1123	3904	1408	1872
1237	3905	1409	1766
1122	3906	1410	1806
1236	3907	1411	378
1121	3908	1412	113
1013	3910	1413	237
905	3911	1414	523
1126	3912	1415	604
1012	3913	1416	721
904	3914	1417	1244
1125	3915	1418	1803
1011	3916	1419	109
903	3917	1420	1879
1124	3918	1421	1320
1339	3920	1422	1004
1410	3921	1423	959
1240	3922	1424	811
